review_id	record_type	source_database	source_record_id	raw_trait_name	raw_gene_id	raw_gene_symbol	candidate_mappings	ambiguity_reason	recommended_action	priority	notes
MR_00000459	gene_id_mapping	RAP-DB	MAP_00001979	NA	Os01g0358551	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000460	gene_id_mapping	RAP-DB	MAP_00001980	NA	Os01g0358625	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000461	gene_id_mapping	RAP-DB	MAP_00001982	NA	Os01g0358800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000462	gene_id_mapping	RAP-DB	MAP_00001984	NA	Os01g0359400	NA	LOC_Os01g25710;LOC_Os01g25720	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000463	gene_id_mapping	RAP-DB	MAP_00001986	NA	Os01g0359800	NA	LOC_Os01g25760;LOC_Os01g25770	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000464	gene_id_mapping	RAP-DB	MAP_00001993	NA	Os01g0360801	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000465	gene_id_mapping	RAP-DB	MAP_00001997	NA	Os01g0361800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000466	gene_id_mapping	RAP-DB	MAP_00002000	NA	Os01g0362150	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000467	gene_id_mapping	RAP-DB	MAP_00002001	NA	Os01g0362200	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000468	gene_id_mapping	RAP-DB	MAP_00002004	NA	Os01g0362533	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000469	gene_id_mapping	RAP-DB	MAP_00002005	NA	Os01g0362800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000470	gene_id_mapping	RAP-DB	MAP_00002007	NA	Os01g0363000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000471	gene_id_mapping	RAP-DB	MAP_00002010	NA	Os01g0363600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000472	gene_id_mapping	RAP-DB	MAP_00002013	NA	Os01g0363950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000473	gene_id_mapping	RAP-DB	MAP_00002014	NA	Os01g0364000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000474	gene_id_mapping	RAP-DB	MAP_00002016	NA	Os01g0364400	NA	LOC_Os01g26210;LOC_Os01g26240	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000475	gene_id_mapping	RAP-DB	MAP_00002017	NA	Os01g0364412	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000476	gene_id_mapping	RAP-DB	MAP_00002020	NA	Os01g0364450	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000477	gene_id_mapping	RAP-DB	MAP_00002021	NA	Os01g0364800	NA	LOC_Os01g26270;LOC_Os01g26280	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000478	gene_id_mapping	RAP-DB	MAP_00002023	NA	Os01g0365000	NA	LOC_Os01g26300;LOC_Os01g26310	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000479	gene_id_mapping	RAP-DB	MAP_00002024	NA	Os01g0365201	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000480	gene_id_mapping	RAP-DB	MAP_00002025	NA	Os01g0365250	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000481	gene_id_mapping	RAP-DB	MAP_00002028	NA	Os01g0366201	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000482	gene_id_mapping	RAP-DB	MAP_00002030	NA	Os01g0366501	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000483	gene_id_mapping	RAP-DB	MAP_00002032	NA	Os01g0367201	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000484	gene_id_mapping	RAP-DB	MAP_00002036	NA	Os01g0367450	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000485	gene_id_mapping	RAP-DB	MAP_00002040	NA	Os01g0367750	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000486	gene_id_mapping	RAP-DB	MAP_00002044	NA	Os01g0368500	NA	LOC_Os01g27070;LOC_Os01g27100	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000487	gene_id_mapping	RAP-DB	MAP_00002045	NA	Os01g0368600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000488	gene_id_mapping	RAP-DB	MAP_00002054	NA	Os01g0369600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000489	gene_id_mapping	RAP-DB	MAP_00002056	NA	Os01g0369800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000490	gene_id_mapping	RAP-DB	MAP_00002058	NA	Os01g0369950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000491	gene_id_mapping	RAP-DB	MAP_00002061	NA	Os01g0370400	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000492	gene_id_mapping	RAP-DB	MAP_00002063	NA	Os01g0370750	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000493	gene_id_mapping	RAP-DB	MAP_00002066	NA	Os01g0371300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000494	gene_id_mapping	RAP-DB	MAP_00002071	NA	Os01g0372350	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000495	gene_id_mapping	RAP-DB	MAP_00002073	NA	Os01g0372450	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000496	gene_id_mapping	RAP-DB	MAP_00002076	NA	Os01g0372866	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000497	gene_id_mapping	RAP-DB	MAP_00002081	NA	Os01g0373700	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000498	gene_id_mapping	RAP-DB	MAP_00002082	NA	Os01g0373800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000499	gene_id_mapping	RAP-DB	MAP_00002084	NA	Os01g0374100	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000500	gene_id_mapping	RAP-DB	MAP_00002086	NA	Os01g0374301	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
