evidence_id	trait_id_or_name	gene_id	gene_symbol	evidence_source	source_database	source_record_id	evidence_type	support_level	species	chrom	start	end	reference_build	coordinate_mapping_status	allowed_usage	evidence_split_candidate	notes
KGE_00000379	TO:0000011 - nitrogen sensitivity	Os01g0551600	RKD3, OsRKD3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0551600	known_trait_gene	high_confidence	Oryza sativa	1	20705750	20707408	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000380	TO:0000010 - magnesium sensitivity	Os01g0555100	LMGC1, OsRZF1, RZF1, SRZ3, OsSRZ3, OsLMGC1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0555100	known_trait_gene	high_confidence	Oryza sativa	1	20935789	20937436	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000381	unspecified_trait	Os01g0555800	PDF1A, OsPDF1A	RAP-DB JSON	RAP-DB_curated_genes	Os01g0555800	known_trait_gene	high_confidence	Oryza sativa	1	20953961	20955513	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000382	TO:0000524 - submergence tolerance;TO:0000011 - nitrogen sensitivity;TO:0000615 - abscisic acid sensitivity;TO:0000303 - cold tolerance;TO:0000172 - jasmonic acid sensitivity;TO:0000160 - UV light sensitivity;TO:0000276 - drought tolerance;TO:0000102 - phosphorus sensitivity;TO:0006001 - salt tolerance;TO:0000354 - aluminum sensitivity	Os01g0557500	CAX1A, CAX1, OsCAX1, OsCAX1a, CAX1a, OsNCX2, NCX2, OsNCX2.1, OsNCX2.2, OsVCAX1a	RAP-DB JSON	RAP-DB_curated_genes	Os01g0557500	known_trait_gene	high_confidence	Oryza sativa	1	21071497	21076720	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000383	TO:0006001 - salt tolerance;TO:0000605 - hydrogen peroxide content;TO:0000168 - abiotic stress trait;TO:0002715 - chloroplast development trait;TO:0000615 - abscisic acid sensitivity	Os01g0559500	WSL	RAP-DB JSON	RAP-DB_curated_genes	Os01g0559500	known_trait_gene	high_confidence	Oryza sativa	1	21195400	21201154	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000384	TO:0000164 - stress trait;TO:0000303 - cold tolerance;TO:0000346 - tiller number;TO:0000615 - abscisic acid sensitivity;TO:0000429 - salt sensitivity;TO:0000605 - hydrogen peroxide content;TO:0000249 - leaf senescence;TO:0002657 - oxidative stress;TO:0000455 - seed set percent	Os01g0559600	VPE2, OsVPE2, OsaLeg1, Leg1, OsLeg1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0559600	known_trait_gene	high_confidence	Oryza sativa	1	21230393	21234906	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000385	unspecified_trait	Os01g0560000	AH8, OsAH8	RAP-DB JSON	RAP-DB_curated_genes	Os01g0560000	known_trait_gene	high_confidence	Oryza sativa	1	21265832	21270762	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000386	unspecified_trait	Os01g0562400	FKBP57, OsFKBP65b, FKBP65b, OsFKBP57	RAP-DB JSON	RAP-DB_curated_genes	Os01g0562400	known_trait_gene	high_confidence	Oryza sativa	1	21381884	21389642	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000387	unspecified_trait	Os01g0563000	FKBP73, OsFKBP65a, FKBP65a, OsFKBP73	RAP-DB JSON	RAP-DB_curated_genes	Os01g0563000	known_trait_gene	high_confidence	Oryza sativa	1	21415236	21441439	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000388	TO:0000173 - ethylene sensitivity	Os01g0564300	FKBP46, OsFKBP65c, FKBP65c, OsFKBP46	RAP-DB JSON	RAP-DB_curated_genes	Os01g0564300	known_trait_gene	high_confidence	Oryza sativa	1	21525509	21549819	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000389	TO:0000074 - blast disease;TO:0000137 - days to heading;TO:0000432 - temperature response trait;TO:0000075 - light sensitivity;TO:0002616 - flowering time;TO:0000259 - heat tolerance	Os01g0566100	ELF3.2, OsELF3.2, ELF3_chr.1, OsELF3-2, ELF3-2, OsELF3b, ELF3b	RAP-DB JSON	RAP-DB_curated_genes	Os01g0566100	known_trait_gene	high_confidence	Oryza sativa	1	21637031	21643111	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=4; external knowledge is not a training label
KGE_00000390	TO:0000238 - growth media composition sensitivity;TO:0000053 - pollen sterility	Os01g0567500	MST8, OsMST8, OSMST8, OsSTP8, STP8	RAP-DB JSON	RAP-DB_curated_genes	Os01g0567500	known_trait_gene	high_confidence	Oryza sativa	1	21719861	21722018	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000391	unspecified_trait	Os01g0567600	MST7, OsMST7, OsSTP7, STP7, OSMST7	RAP-DB JSON	RAP-DB_curated_genes	Os01g0567600	known_trait_gene	high_confidence	Oryza sativa	1	21723648	21725909	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000392	unspecified_trait	Os01g0568400	GNK2RLK3, Gnk2RLK-3, OsGnk2RLK-3, OsGNK2RLK3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0568400	known_trait_gene	high_confidence	Oryza sativa	1	21837626	21848084	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000393	unspecified_trait	Os01g0568800	RLCK37, Gnk2-K1, OsRLCK37, OsGnk2-K1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0568800	known_trait_gene	high_confidence	Oryza sativa	1	21790330	21797182	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000394	TO:0000172 - jasmonic acid sensitivity;TO:0000615 - abscisic acid sensitivity	Os01g0570800	IQM1, OsIQM1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0570800	known_trait_gene	high_confidence	Oryza sativa	1	21900067	21903103	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000395	TO:0000306 - root thickness;TO:0000168 - abiotic stress trait;TO:0000276 - drought tolerance;TO:0006001 - salt tolerance;TO:0001013 - lateral root number;TO:0001012 - lateral root length;TO:0002665 - root hair length;TO:0000227 - root length	Os01g0571300	HSFA7, OsHsfA7, OsHsf-01, HSFA6B, HSF01, OsHSF1, HSF1, OsEnS-9, OsHsfA7a, HsfA7a	RAP-DB JSON	RAP-DB_curated_genes	Os01g0571300	known_trait_gene	high_confidence	Oryza sativa	1	21938865	21941797	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000396	TO:0000175 - bacterial blight disease resistance;TO:0000315 - bacterial disease resistance;TO:0000439 - fungal disease resistance;TO:0000074 - blast disease;TO:0000303 - cold tolerance;TO:0006001 - salt tolerance;TO:0000276 - drought tolerance	Os01g0572100	C3H7, OsC3H7, DLN12, OsDLN12, OsCPSF30-L2, CPSF30-L2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0572100	known_trait_gene	high_confidence	Oryza sativa	1	21973502	21981885	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000397	TO:0000207 - plant height;TO:0000229 - photoperiod sensitivity	Os01g0574600	GLYR2, OsGR2, GR2, OsGLYR2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0574600	known_trait_gene	high_confidence	Oryza sativa	1	22088204	22091018	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000398	TO:0000168 - abiotic stress trait	Os01g0575200	OsbHLH024	RAP-DB JSON	RAP-DB_curated_genes	Os01g0575200	known_trait_gene	high_confidence	Oryza sativa	1	22138044	22142395	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000399	unspecified_trait	Os01g0575500	SCD1, OsSCD1, OsWD40-16, WD40-16, OsDWD31, DWD31	RAP-DB JSON	RAP-DB_curated_genes	Os01g0575500	known_trait_gene	high_confidence	Oryza sativa	1	22163109	22180388	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000400	TO:0002661 - seed maturation;TO:0000071 - anthocyanin content;TO:0002724 - leaf sheath color	Os01g0576100	Rb1, Rb, OsbHLH012, bHLH012, bHLH12, OsRb, OsRb1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0576100	known_trait_gene	high_confidence	Oryza sativa	1	22215593	22241305	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000401	TO:0002724 - leaf sheath color;TO:0000190 - seed coat color;TO:0000487 - endosperm color;TO:0002661 - seed maturation;TO:0000071 - anthocyanin content	Os01g0577300	PSH1, Rb, Rb2, Rb*, bhlh165, OsbHLH165, OsPSH1, OsRb2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0577300	known_trait_gene	high_confidence	Oryza sativa	1	22301233	22327456	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000402	unspecified_trait	Os01g0577600	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0577600	known_trait_gene	high_confidence	Oryza sativa	1	22337554	22341551	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000403	TO:0000161 - radiation response trait	Os01g0578000	RAD51C, OsRAD51C, OsRad51C, RAD51C-1, RAD51C-2, RAD51C-3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0578000	known_trait_gene	high_confidence	Oryza sativa	1	22353427	22358405	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000404	TO:0000161 - radiation response trait	Os01g0578000	RAD51C, RAD51C-2, OsRAD51C, OsRad51C, RAD51C-1, RAD51C-3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0578000	known_trait_gene	high_confidence	Oryza sativa	1	22353484	22358366	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000405	TO:0000161 - radiation response trait	Os01g0578000	RAD51C, RAD51C-3, OsRAD51C, OsRad51C, RAD51C-1, RAD51C-2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0578000	known_trait_gene	high_confidence	Oryza sativa	1	22353427	22358405	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000406	TO:0000042 - f1-hybrid incompatibility;TO:0000053 - pollen sterility	Os01g0578500	SAF, SaF, OsFbox019, OsFbox19, Os_F0070, OsFBD1, FBD1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0578500	known_trait_gene	high_confidence	Oryza sativa	1	22375575	22377307	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000407	TO:0000042 - f1-hybrid incompatibility;TO:0000053 - pollen sterility	Os01g0578700	SAM, SaM, SaM-	RAP-DB JSON	RAP-DB_curated_genes	Os01g0578700	known_trait_gene	high_confidence	Oryza sativa	1	22379143	22382500	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000408	TO:0000042 - f1-hybrid incompatibility;TO:0000053 - pollen sterility	Os01g0578700	SAM, SaM, SaM+	RAP-DB JSON	RAP-DB_curated_genes	Os01g0578700	known_trait_gene	high_confidence	Oryza sativa	1	22379143	22382540	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000409	TO:0006001 - salt tolerance;TO:0000259 - heat tolerance;TO:0000276 - drought tolerance;TO:0000303 - cold tolerance	Os01g0579600	CBL9, OsCBL9	RAP-DB JSON	RAP-DB_curated_genes	Os01g0579600	known_trait_gene	high_confidence	Oryza sativa	1	22427831	22430870	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000410	unspecified_trait	Os01g0580400	HAP5J, OsNF-YC8, NF-YC8, OsHAP5J, NFYC8	RAP-DB JSON	RAP-DB_curated_genes	Os01g0580400	known_trait_gene	high_confidence	Oryza sativa	1	22474568	22476504	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000411	TO:0000432 - temperature response trait;TO:0000615 - abscisic acid sensitivity;TO:0000095 - osmotic response sensitivity;TO:0000175 - bacterial blight disease resistance;TO:0006001 - salt tolerance	Os01g0580500	ACO7, OsACO7	RAP-DB JSON	RAP-DB_curated_genes	Os01g0580500	known_trait_gene	high_confidence	Oryza sativa	1	22489496	22490967	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000412	TO:0000276 - drought tolerance;TO:0002701 - lutein content;TO:0000075 - light sensitivity	Os01g0581300	LYCE, OsLCYe, OsLCYepsilon, LCYepsilon, epsilon-LCY, OsLYCE, OsLYC-E, LYC-E	RAP-DB JSON	RAP-DB_curated_genes	Os01g0581300	known_trait_gene	high_confidence	Oryza sativa	1	22535013	22538645	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000413	TO:0000172 - jasmonic acid sensitivity;TO:0000615 - abscisic acid sensitivity	Os01g0582600	HARBI1-1, OsHARBI1-1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0582600	known_trait_gene	high_confidence	Oryza sativa	1	22604528	22606674	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000414	TO:0000303 - cold tolerance;TO:0000148 - viral disease resistance;TO:0000175 - bacterial blight disease resistance;TO:0006001 - salt tolerance;TO:0000276 - drought tolerance	Os01g0584900	WRKY77, OsWRKY77, WRKY-77	RAP-DB JSON	RAP-DB_curated_genes	Os01g0584900	known_trait_gene	high_confidence	Oryza sativa	1	22731943	22733237	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000415	unspecified_trait	Os01g0586400	HDA701, OsHDA701, OsSTA18	RAP-DB JSON	RAP-DB_curated_genes	Os01g0586400	known_trait_gene	high_confidence	Oryza sativa	1	22808603	22810801	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000416	TO:0000148 - viral disease resistance	Os01g0587000	VHA-D, OsV-ATPase d, OsVHA-d, VHA-d	RAP-DB JSON	RAP-DB_curated_genes	Os01g0587000	known_trait_gene	high_confidence	Oryza sativa	1	22855514	22859716	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000417	TO:0000481 - alkali sensitivity;TO:0000615 - abscisic acid sensitivity;TO:0000172 - jasmonic acid sensitivity;TO:0000460 - light intensity sensitivity;TO:0006001 - salt tolerance;TO:0002616 - flowering time;TO:0000137 - days to heading	Os01g0587300	FTIP11, OsFTIP9, FTIP9, OsC2DP5, C2DP5, OsFTIP11	RAP-DB JSON	RAP-DB_curated_genes	Os01g0587300	known_trait_gene	high_confidence	Oryza sativa	1	22868370	22872278	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000418	TO:0000524 - submergence tolerance	Os01g0587400	SDRLK49, SDRLK-49, OsSDRLK-49, OsSDRLK49	RAP-DB JSON	RAP-DB_curated_genes	Os01g0587400	known_trait_gene	high_confidence	Oryza sativa	1	22879904	22895941	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000419	TO:0000524 - submergence tolerance	Os01g0587400	SDRLK49, SDRLK-49, OsSDRLK-49, OsSDRLK49	RAP-DB JSON	RAP-DB_curated_genes	Os01g0587400	known_trait_gene	high_confidence	Oryza sativa	1	22879868	22886954	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000420	TO:0000524 - submergence tolerance	Os01g0587400	SDRLK49, SDRLK-49, OsSDRLK-49, OsSDRLK49	RAP-DB JSON	RAP-DB_curated_genes	Os01g0587400	known_trait_gene	high_confidence	Oryza sativa	1	22888322	22895941	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=0; external knowledge is not a training label
KGE_00000421	unspecified_trait	Os01g0588200	OsVDAC3, VDAC3, OSVDAC3, osvdac3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0588200	known_trait_gene	high_confidence	Oryza sativa	1	22908290	22910674	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000422	TO:0000050 - inflorescence branching;TO:0006032 - panicle size;TO:0002659 - pistil number;TO:0000089 - panicle type;TO:0002660 - cytokinin content;TO:0006022 - floral organ development trait;TO:0000017 - anatomy and morphology related trait;TO:0002759 - grain number;TO:0000040 - panicle length	Os01g0588900	LOG, LOG1, Log, log, OsLOG1, OsLOG	RAP-DB JSON	RAP-DB_curated_genes	Os01g0588900	known_trait_gene	high_confidence	Oryza sativa	1	22955070	22959148	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000423	unspecified_trait	Os01g0589300	TRBF1, OsTRBF1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0589300	known_trait_gene	high_confidence	Oryza sativa	1	22988229	22991922	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000424	unspecified_trait	Os01g0591000	ALDH1A, ALDH1a, Aldh1a, OsALDH1a, OsALDH2C4, ALDH2C4	RAP-DB JSON	RAP-DB_curated_genes	Os01g0591000	known_trait_gene	high_confidence	Oryza sativa	1	23097292	23106301	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000425	unspecified_trait	Os01g0591300	ALDH2C1, OsHCALDH2, HCALDH2, OsALDH2C2, ALDH2C2, OsALDH2C1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0591300	known_trait_gene	high_confidence	Oryza sativa	1	23113647	23119704	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000426	TO:0000524 - submergence tolerance;TO:0000015 - oxygen sensitivity	Os01g0593200	FLZ2, OsFLZ2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0593200	known_trait_gene	high_confidence	Oryza sativa	1	23224373	23226605	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000427	unspecified_trait	Os01g0595100	BTZ1, OsBTZ1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0595100	known_trait_gene	high_confidence	Oryza sativa	1	23316218	23322871	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000428	unspecified_trait	Os01g0595700	RALYASE1, OsRALyase1, RALyase1, OsFBX17, FBX17	RAP-DB JSON	RAP-DB_curated_genes	Os01g0595700	known_trait_gene	high_confidence	Oryza sativa	1	23347750	23349352	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000429	TO:0000172 - jasmonic acid sensitivity	Os01g0597600	ATL15, OsATL15	RAP-DB JSON	RAP-DB_curated_genes	Os01g0597600	known_trait_gene	high_confidence	Oryza sativa	1	23447173	23448687	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000430	TO:0000207 - plant height;TO:0000259 - heat tolerance;TO:0000303 - cold tolerance;TO:0000397 - grain size;TO:0000590 - grain weight;TO:0000391 - seed size;TO:0000396 - grain yield;TO:0020033 - glume length;TO:0020034 - glume width;TO:0000146 - seed length;TO:0000382 - 1000-seed weight;TO:0002675 - gibberellic acid content;TO:0000181 - seed weight;TO:0000734 - grain length	Os01g0598200	CBL5, OsCBL5	RAP-DB JSON	RAP-DB_curated_genes	Os01g0598200	known_trait_gene	high_confidence	Oryza sativa	1	23498445	23502375	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000431	unspecified_trait	Os01g0601625	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0601625	known_trait_gene	high_confidence	Oryza sativa	1	23631696	23635511	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000432	unspecified_trait	Os01g0601675	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0601675	known_trait_gene	high_confidence	Oryza sativa	1	23639654	23642878	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000433	TO:0000058 - herbicide sensitivity	Os01g0602200	CYP72A31	RAP-DB JSON	RAP-DB_curated_genes	Os01g0602200	known_trait_gene	high_confidence	Oryza sativa	1	23663277	23664196	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000434	unspecified_trait	Os01g0603500	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0603500	known_trait_gene	high_confidence	Oryza sativa	1	23770115	23771515	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000435	TO:0000095 - osmotic response sensitivity	Os01g0605400	GEX3, OsGEX3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0605400	known_trait_gene	high_confidence	Oryza sativa	1	23847015	23850623	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000436	unspecified_trait	Os01g0607100	AGP29, OsLTP47, OsAGP29	RAP-DB JSON	RAP-DB_curated_genes	Os01g0607100	known_trait_gene	high_confidence	Oryza sativa	1	23919276	23921549	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000437	TO:0000621 - inflorescence development trait;TO:0000184 - seed anatomy and morphology trait;TO:0000485 - sterility related trait;TO:0002672 - auxin content	Os01g0607400	OsLUGL, LUGL, OsKKX, KKX, OsWD40-17	RAP-DB JSON	RAP-DB_curated_genes	Os01g0607400	known_trait_gene	high_confidence	Oryza sativa	1	23938399	23949885	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000438	unspecified_trait	Os01g0607900	OsRPK1, OsJNipponRPK1, OsI219RPK1, OsI9311RPK1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0607900	known_trait_gene	high_confidence	Oryza sativa	1	23976021	23981901	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000439	unspecified_trait	Os01g0608400	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0608400	known_trait_gene	high_confidence	Oryza sativa	1	24021928	24027660	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000440	TO:0000074 - blast disease	Os01g0609300	PDR9, OsPDR9, ospdr9, OsPDR3, PDR3, OsABCG36/OsPDR9, OsABCG36	RAP-DB JSON	RAP-DB_curated_genes	Os01g0609300	known_trait_gene	high_confidence	Oryza sativa	1	24075070	24082181	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000441	unspecified_trait	Os01g0609900	PDR8, OsABCG37, OsPDR8, PDR4, P0410E03.16, OsPDR4	RAP-DB JSON	RAP-DB_curated_genes	Os01g0609900	known_trait_gene	high_confidence	Oryza sativa	1	24107088	24115287	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000442	TO:0000346 - tiller number;TO:0000329 - tillering ability	Os01g0610300	IBM2, OsASI1, OsIBM2, TN1, OsTN1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0610300	known_trait_gene	high_confidence	Oryza sativa	1	24136871	24144292	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000443	TO:0001016 - relative chlorophyll content;TO:0001034 - relative plant height;TO:0000516 - relative root length	Os01g0610400	SNAT3, OsSNAT3, HAG717, OsHAG717	RAP-DB JSON	RAP-DB_curated_genes	Os01g0610400	known_trait_gene	high_confidence	Oryza sativa	1	24145891	24148846	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000444	TO:0002616 - flowering time	Os01g0611000	DFOT1, OsDFOT1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0611000	known_trait_gene	high_confidence	Oryza sativa	1	24181111	24183979	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000445	TO:0000163 - auxin sensitivity;TO:0000303 - cold tolerance;TO:0000357 - growth and development trait	Os01g0611100	RAN1, OsRAN1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0611100	known_trait_gene	high_confidence	Oryza sativa	1	24187312	24189794	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000446	TO:0006002 - proline content;TO:0000615 - abscisic acid sensitivity;TO:0006001 - salt tolerance;TO:0000276 - drought tolerance	Os01g0612600	SIDP361, OsSIDP361	RAP-DB JSON	RAP-DB_curated_genes	Os01g0612600	known_trait_gene	high_confidence	Oryza sativa	1	24282911	24285306	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
