trait_gene_evidence_id	trait_id	trait_name	trait_name_normalized	gene_id	gene_symbol	evidence_id	evidence_source	support_level	trait_mapping_confidence	gene_mapping_confidence	allowed_usage	notes
TGE_00000394	NA	TO:0000172 - jasmonic acid sensitivity;TO:0000615 - abscisic acid sensitivity	jasmonic acid sensitivity abscisic acid sensitivity	Os01g0570800	IQM1, OsIQM1	KGE_00000394	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000395	NA	TO:0000306 - root thickness;TO:0000168 - abiotic stress trait;TO:0000276 - drought tolerance;TO:0006001 - salt tolerance;TO:0001013 - lateral root number;TO:0001012 - lateral root length;TO:0002665 - root hair length;TO:0000227 - root length	root thickness abiotic stress trait drought tolerance salt tolerance lateral root number lateral root length root hair length root length	Os01g0571300	HSFA7, OsHsfA7, OsHsf-01, HSFA6B, HSF01, OsHSF1, HSF1, OsEnS-9, OsHsfA7a, HsfA7a	KGE_00000395	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000396	NA	TO:0000175 - bacterial blight disease resistance;TO:0000315 - bacterial disease resistance;TO:0000439 - fungal disease resistance;TO:0000074 - blast disease;TO:0000303 - cold tolerance;TO:0006001 - salt tolerance;TO:0000276 - drought tolerance	bacterial blight disease resistance bacterial disease resistance fungal disease resistance blast disease cold tolerance salt tolerance drought tolerance	Os01g0572100	C3H7, OsC3H7, DLN12, OsDLN12, OsCPSF30-L2, CPSF30-L2	KGE_00000396	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000397	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	plant height photoperiod sensitivity	Os01g0574600	GLYR2, OsGR2, GR2, OsGLYR2	KGE_00000397	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000398	NA	TO:0000168 - abiotic stress trait	abiotic stress trait	Os01g0575200	OsbHLH024	KGE_00000398	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000399	NA	unspecified_trait	unspecified trait	Os01g0575500	SCD1, OsSCD1, OsWD40-16, WD40-16, OsDWD31, DWD31	KGE_00000399	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000400	NA	TO:0002661 - seed maturation;TO:0000071 - anthocyanin content;TO:0002724 - leaf sheath color	seed maturation anthocyanin content leaf sheath color	Os01g0576100	Rb1, Rb, OsbHLH012, bHLH012, bHLH12, OsRb, OsRb1	KGE_00000400	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000401	NA	TO:0002724 - leaf sheath color;TO:0000190 - seed coat color;TO:0000487 - endosperm color;TO:0002661 - seed maturation;TO:0000071 - anthocyanin content	leaf sheath color seed coat color endosperm color seed maturation anthocyanin content	Os01g0577300	PSH1, Rb, Rb2, Rb*, bhlh165, OsbHLH165, OsPSH1, OsRb2	KGE_00000401	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000402	NA	unspecified_trait	unspecified trait	Os01g0577600	NA	KGE_00000402	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000403	NA	TO:0000161 - radiation response trait	radiation response trait	Os01g0578000	RAD51C, OsRAD51C, OsRad51C, RAD51C-1, RAD51C-2, RAD51C-3	KGE_00000403	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000404	NA	TO:0000161 - radiation response trait	radiation response trait	Os01g0578000	RAD51C, RAD51C-2, OsRAD51C, OsRad51C, RAD51C-1, RAD51C-3	KGE_00000404	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000405	NA	TO:0000161 - radiation response trait	radiation response trait	Os01g0578000	RAD51C, RAD51C-3, OsRAD51C, OsRad51C, RAD51C-1, RAD51C-2	KGE_00000405	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000406	data_lt_2007__spkf	SPKF	f1 hybrid incompatibility pollen sterility	Os01g0578500	SAF, SaF, OsFbox019, OsFbox19, Os_F0070, OsFBD1, FBD1	KGE_00000406	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000407	data_lt_2007__spkf	SPKF	f1 hybrid incompatibility pollen sterility	Os01g0578700	SAM, SaM, SaM-	KGE_00000407	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000408	data_lt_2007__spkf	SPKF	f1 hybrid incompatibility pollen sterility	Os01g0578700	SAM, SaM, SaM+	KGE_00000408	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000409	NA	TO:0006001 - salt tolerance;TO:0000259 - heat tolerance;TO:0000276 - drought tolerance;TO:0000303 - cold tolerance	salt tolerance heat tolerance drought tolerance cold tolerance	Os01g0579600	CBL9, OsCBL9	KGE_00000409	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000410	NA	unspecified_trait	unspecified trait	Os01g0580400	HAP5J, OsNF-YC8, NF-YC8, OsHAP5J, NFYC8	KGE_00000410	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000411	NA	TO:0000432 - temperature response trait;TO:0000615 - abscisic acid sensitivity;TO:0000095 - osmotic response sensitivity;TO:0000175 - bacterial blight disease resistance;TO:0006001 - salt tolerance	temperature response trait abscisic acid sensitivity osmotic response sensitivity bacterial blight disease resistance salt tolerance	Os01g0580500	ACO7, OsACO7	KGE_00000411	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000412	NA	TO:0000276 - drought tolerance;TO:0002701 - lutein content;TO:0000075 - light sensitivity	drought tolerance lutein content light sensitivity	Os01g0581300	LYCE, OsLCYe, OsLCYepsilon, LCYepsilon, epsilon-LCY, OsLYCE, OsLYC-E, LYC-E	KGE_00000412	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000413	NA	TO:0000172 - jasmonic acid sensitivity;TO:0000615 - abscisic acid sensitivity	jasmonic acid sensitivity abscisic acid sensitivity	Os01g0582600	HARBI1-1, OsHARBI1-1	KGE_00000413	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000414	NA	TO:0000303 - cold tolerance;TO:0000148 - viral disease resistance;TO:0000175 - bacterial blight disease resistance;TO:0006001 - salt tolerance;TO:0000276 - drought tolerance	cold tolerance viral disease resistance bacterial blight disease resistance salt tolerance drought tolerance	Os01g0584900	WRKY77, OsWRKY77, WRKY-77	KGE_00000414	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000415	NA	unspecified_trait	unspecified trait	Os01g0586400	HDA701, OsHDA701, OsSTA18	KGE_00000415	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000416	NA	TO:0000148 - viral disease resistance	viral disease resistance	Os01g0587000	VHA-D, OsV-ATPase d, OsVHA-d, VHA-d	KGE_00000416	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000417	NA	TO:0000481 - alkali sensitivity;TO:0000615 - abscisic acid sensitivity;TO:0000172 - jasmonic acid sensitivity;TO:0000460 - light intensity sensitivity;TO:0006001 - salt tolerance;TO:0002616 - flowering time;TO:0000137 - days to heading	alkali sensitivity abscisic acid sensitivity jasmonic acid sensitivity light intensity sensitivity salt tolerance flowering time days to heading	Os01g0587300	FTIP11, OsFTIP9, FTIP9, OsC2DP5, C2DP5, OsFTIP11	KGE_00000417	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000418	NA	TO:0000524 - submergence tolerance	submergence tolerance	Os01g0587400	SDRLK49, SDRLK-49, OsSDRLK-49, OsSDRLK49	KGE_00000418	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000419	NA	TO:0000524 - submergence tolerance	submergence tolerance	Os01g0587400	SDRLK49, SDRLK-49, OsSDRLK-49, OsSDRLK49	KGE_00000419	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000420	NA	TO:0000524 - submergence tolerance	submergence tolerance	Os01g0587400	SDRLK49, SDRLK-49, OsSDRLK-49, OsSDRLK49	KGE_00000420	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000421	NA	unspecified_trait	unspecified trait	Os01g0588200	OsVDAC3, VDAC3, OSVDAC3, osvdac3	KGE_00000421	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000422	NA	TO:0000050 - inflorescence branching;TO:0006032 - panicle size;TO:0002659 - pistil number;TO:0000089 - panicle type;TO:0002660 - cytokinin content;TO:0006022 - floral organ development trait;TO:0000017 - anatomy and morphology related trait;TO:0002759 - grain number;TO:0000040 - panicle length	inflorescence branching panicle size pistil number panicle type cytokinin content floral organ development trait anatomy and morphology related trait grain number panicle length	Os01g0588900	LOG, LOG1, Log, log, OsLOG1, OsLOG	KGE_00000422	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000423	NA	unspecified_trait	unspecified trait	Os01g0589300	TRBF1, OsTRBF1	KGE_00000423	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000424	NA	unspecified_trait	unspecified trait	Os01g0591000	ALDH1A, ALDH1a, Aldh1a, OsALDH1a, OsALDH2C4, ALDH2C4	KGE_00000424	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000425	NA	unspecified_trait	unspecified trait	Os01g0591300	ALDH2C1, OsHCALDH2, HCALDH2, OsALDH2C2, ALDH2C2, OsALDH2C1	KGE_00000425	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000426	NA	TO:0000524 - submergence tolerance;TO:0000015 - oxygen sensitivity	submergence tolerance oxygen sensitivity	Os01g0593200	FLZ2, OsFLZ2	KGE_00000426	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000427	NA	unspecified_trait	unspecified trait	Os01g0595100	BTZ1, OsBTZ1	KGE_00000427	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000428	NA	unspecified_trait	unspecified trait	Os01g0595700	RALYASE1, OsRALyase1, RALyase1, OsFBX17, FBX17	KGE_00000428	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000429	NA	TO:0000172 - jasmonic acid sensitivity	jasmonic acid sensitivity	Os01g0597600	ATL15, OsATL15	KGE_00000429	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000430	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	plant height heat tolerance cold tolerance grain size grain weight seed size grain yield glume length glume width seed length 1000 seed weight gibberellic acid content seed weight grain length	Os01g0598200	CBL5, OsCBL5	KGE_00000430	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000431	NA	unspecified_trait	unspecified trait	Os01g0601625	NA	KGE_00000431	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000432	NA	unspecified_trait	unspecified trait	Os01g0601675	NA	KGE_00000432	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000433	NA	TO:0000058 - herbicide sensitivity	herbicide sensitivity	Os01g0602200	CYP72A31	KGE_00000433	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000434	NA	unspecified_trait	unspecified trait	Os01g0603500	NA	KGE_00000434	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000435	NA	TO:0000095 - osmotic response sensitivity	osmotic response sensitivity	Os01g0605400	GEX3, OsGEX3	KGE_00000435	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000436	NA	unspecified_trait	unspecified trait	Os01g0607100	AGP29, OsLTP47, OsAGP29	KGE_00000436	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000437	data_lt_2007__spkf	SPKF	inflorescence development trait seed anatomy and morphology trait sterility related trait auxin content	Os01g0607400	OsLUGL, LUGL, OsKKX, KKX, OsWD40-17	KGE_00000437	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000438	NA	unspecified_trait	unspecified trait	Os01g0607900	OsRPK1, OsJNipponRPK1, OsI219RPK1, OsI9311RPK1	KGE_00000438	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000439	NA	unspecified_trait	unspecified trait	Os01g0608400	NA	KGE_00000439	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000440	NA	TO:0000074 - blast disease	blast disease	Os01g0609300	PDR9, OsPDR9, ospdr9, OsPDR3, PDR3, OsABCG36/OsPDR9, OsABCG36	KGE_00000440	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000441	NA	unspecified_trait	unspecified trait	Os01g0609900	PDR8, OsABCG37, OsPDR8, PDR4, P0410E03.16, OsPDR4	KGE_00000441	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000442	NA	TO:0000346 - tiller number;TO:0000329 - tillering ability	tiller number tillering ability	Os01g0610300	IBM2, OsASI1, OsIBM2, TN1, OsTN1	KGE_00000442	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000443	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	relative chlorophyll content relative plant height relative root length	Os01g0610400	SNAT3, OsSNAT3, HAG717, OsHAG717	KGE_00000443	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000444	NA	TO:0002616 - flowering time	flowering time	Os01g0611000	DFOT1, OsDFOT1	KGE_00000444	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000445	NA	TO:0000163 - auxin sensitivity;TO:0000303 - cold tolerance;TO:0000357 - growth and development trait	auxin sensitivity cold tolerance growth and development trait	Os01g0611100	RAN1, OsRAN1	KGE_00000445	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000446	NA	TO:0006002 - proline content;TO:0000615 - abscisic acid sensitivity;TO:0006001 - salt tolerance;TO:0000276 - drought tolerance	proline content abscisic acid sensitivity salt tolerance drought tolerance	Os01g0612600	SIDP361, OsSIDP361	KGE_00000446	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000447	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	gibberellic acid content salt tolerance leaf necrosis oxidative stress plant height bacterial blight disease resistance	Os01g0612700	LOL2, OsLOL2, OsLOL5, LOL5, OsLSD5	KGE_00000447	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000448	data_lt_2007__lsen;data_lt_2007__spkf	LSEN;SPKF	starch grain size male sterility type leaf senescence leaf size starch content chalky endosperm grain size seed development trait cytokinin content gibberellic acid content seed maturation	Os01g0614900	ATG7, OsATG7, Atg7	KGE_00000448	RAP-DB JSON	high_confidence	ambiguous_keyword_match	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000449	NA	TO:0006001 - salt tolerance;TO:0000153 - relative yield;TO:0000615 - abscisic acid sensitivity;TO:0000276 - drought tolerance	salt tolerance relative yield abscisic acid sensitivity drought tolerance	Os01g0615050	OCPI1, CPI1, OsCPI1	KGE_00000449	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000450	NA	TO:0000303 - cold tolerance;TO:0006001 - salt tolerance;TO:0000477 - panicle blast disease resistance;TO:0000095 - osmotic response sensitivity	cold tolerance salt tolerance panicle blast disease resistance osmotic response sensitivity	Os01g0615100	OCPI2, CPI2, OsSRO1a, SRO1a, OsCPI2, OCPI1	KGE_00000450	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000451	data_lt_2007__cult_code_repro;data_lt_2007__lsen;data_lt_2007__spkf	CULT_CODE_REPRO;LSEN;SPKF	bacterial disease resistance light sensitivity salt tolerance abscisic acid sensitivity abscisic acid content drought tolerance heat tolerance auxin sensitivity jasmonic acid sensitivity gibberellic acid sensitivity bacterial blight disease resistance carotenoid content chlorophyll b content chlorophyll a content soluble protein content hydrogen peroxide content 1000 dehulled grain weight grain thickness grain length seed set percent filled grain number plant height leaf senescence photosynthetic ability mimic response	Os01g0616100	SCYL2, OsSCYL2	KGE_00000451	RAP-DB JSON	high_confidence	ambiguous_keyword_match	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000452	NA	unspecified_trait	unspecified trait	Os01g0616400	C3H8, OsC3H8	KGE_00000452	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000453	NA	unspecified_trait	unspecified trait	Os01g0616400	C3H8, OsC3H8	KGE_00000453	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000454	NA	TO:0000397 - grain size;TO:0000620 - embryo development trait;TO:0002692 - root meristem development;TO:0000653 - seed development trait;TO:0000656 - root development trait;TO:0000227 - root length;TO:0000592 - 1000-dehulled grain weight;TO:0000399 - grain thickness;TO:0000734 - grain length;TO:0000181 - seed weight;TO:0000396 - grain yield	grain size embryo development trait root meristem development seed development trait root development trait root length 1000 dehulled grain weight grain thickness grain length seed weight grain yield	Os01g0616900	ENL2, OsCTPS1, CTPS1	KGE_00000454	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000455	NA	TO:0006001 - salt tolerance;TO:0000276 - drought tolerance;TO:0000357 - growth and development trait;TO:0000074 - blast disease	salt tolerance drought tolerance growth and development trait blast disease	Os01g0617500	NAA10, OsNAA15, NAA15, OsNAA15.1, OsNAA10	KGE_00000455	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000456	NA	TO:0006001 - salt tolerance;TO:0000276 - drought tolerance;TO:0000357 - growth and development trait;TO:0000074 - blast disease	salt tolerance drought tolerance growth and development trait blast disease	Os01g0617500	NAA10, OsNAA15, OsNAA15.2, NAA15, OsNAA10	KGE_00000456	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000457	NA	unspecified_trait	unspecified trait	Os01g0619100	TCL1, OsTCL1	KGE_00000457	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000458	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	oxidative stress total soluble sugar content relative root length drought tolerance osmotic response sensitivity salt tolerance cold tolerance abscisic acid sensitivity abscisic acid content flavonoid content relative plant height hydrogen peroxide content	Os01g0620100	SEH1, OsSEH1, OsWD40-19, WD40-19	KGE_00000458	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000459	data_lt_2007__cult_code_repro;data_lt_2007__spkf	CULT_CODE_REPRO;SPKF	spikelet fertility pesticide sensitivity male sterility plant height spikelet sterility abiotic stress trait cold tolerance	Os01g0622000	CUGT1, OsCUGT1	KGE_00000459	RAP-DB JSON	high_confidence	ambiguous_keyword_match	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000460	NA	TO:0000276 - drought tolerance;TO:0000303 - cold tolerance;TO:0000163 - auxin sensitivity	drought tolerance cold tolerance auxin sensitivity	Os01g0622600	CDPK1, OsCDPK1, OsCPK1, CPK1	KGE_00000460	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000461	NA	TO:0000566 - stomatal frequency;TO:0000276 - drought tolerance;TO:0006001 - salt tolerance;TO:0000460 - light intensity sensitivity;TO:0002657 - oxidative stress	stomatal frequency drought tolerance salt tolerance light intensity sensitivity oxidative stress	Os01g0623000	TMM, OsTMM	KGE_00000461	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000462	NA	unspecified_trait	unspecified trait	Os01g0624000	CDASE, OsCDase	KGE_00000462	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000463	NA	TO:0000112 - disease resistance;TO:0000074 - blast disease;TO:0000175 - bacterial blight disease resistance;TO:0006001 - salt tolerance	disease resistance blast disease bacterial blight disease resistance salt tolerance	Os01g0624500	SGT1, OsSGT1, OsSgt1, Os SGT1	KGE_00000463	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000464	NA	TO:0000175 - bacterial blight disease resistance;TO:0000401 - plant growth hormone sensitivity;TO:0000112 - disease resistance;TO:0000172 - jasmonic acid sensitivity	bacterial blight disease resistance plant growth hormone sensitivity disease resistance jasmonic acid sensitivity	Os01g0624700	WRKY12, OsWRKY03, OsWRKY12	KGE_00000464	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000465	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	leaf shape leaf size seed shape plant height lignin content gibberellic acid content brassinosteroid sensitivity	Os01g0625900	OFP2, OsOFP2, OsOFP03	KGE_00000465	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
